R0001,GFAP,0,25.07,,,Variant,Number,Sample,Time,,Class,Group,0,Average,0.1,0.2,0.3,0.4,0.5,0.6,Average,DeltaCq,DeltaDeltaCt,DeltaDeltaCt-SH,FoldChange,FoldChange-SH,,DeltaCqExp,DeltaCqExp,,FoldChange-N,FoldChange-SH,,,,,,,,,
R0080,IL-1B,0.3,34.45,,,0.4,64,R0064,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.61,27.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0081,GFAP,0,28.29,,,0,65,R0065,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.35,27.35,33.77,33.83,34.04,,,,33.88,6.53,6.53,6.53,0.010821168,0.010821168,,0.010821168,0.010821168,,0.009549932,0.470592317,,,,,,,,,
R0081,IL-1B,0.1,35.56,,,0.1,65,R0065,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.35,27.35,33.77,33.77,33.77,,,,33.77,6.42,6.42,6.42,0.01167851,0.01167851,,0.01167851,0.01167851,,0.010306557,0.507876516,,,,,,,,,
R0081,IL-1B,0.2,35.23,,,0.2,65,R0065,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.35,27.35,33.83,33.83,33.83,,,,33.83,6.48,6.48,6.48,0.011202775,0.011202775,,0.011202775,0.011202775,,0.00988671,0.487187719,,,,,,,,,
R0081,IL-1B,0.3,35,,,0.3,65,R0065,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.35,27.35,34.04,34.04,34.04,,,,34.04,6.69,6.69,6.69,0.009685216,0.009685216,,0.009685216,0.009685216,,0.008547429,0.421191922,,,,,,,,,
R0082,GFAP,0,28.17,,,0.4,65,R0065,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.35,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0082,IL-1B,0.1,35.19,,,0,66,R0066,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.19,27.19,34.1,34.09,33.38,,,,33.85666667,6.666666667,6.666666667,6.666666667,0.009843133,0.009843133,,0.009843133,0.009843133,,0.008686794,0.428059427,,,,,,,,,
R0082,IL-1B,0.2,35.37,,,0.1,66,R0066,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.19,27.19,34.1,34.1,34.1,,,,34.1,6.91,6.91,6.91,0.008315392,0.008315392,,0.008315392,0.008315392,,0.007338527,0.361620826,,,,,,,,,
R0082,IL-1B,0.3,35.3,,,0.2,66,R0066,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.19,27.19,34.09,34.09,34.09,,,,34.09,6.9,6.9,6.9,0.00837323,0.00837323,,0.00837323,0.00837323,,0.007389571,0.364136098,,,,,,,,,
R0083,GFAP,0,28.06,,,0.3,66,R0066,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.19,27.19,33.38,33.38,33.38,,,,33.38,6.19,6.19,6.19,0.013696964,0.013696964,,0.013696964,0.013696964,,0.01208789,0.595655328,,,,,,,,,
R0083,IL-1B,0.1,34.15,,,0.4,66,R0066,96,RV (P7) ,RV (P7) 96 HR,Treatment 3,27.19,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0083,IL-1B,0.2,33.65,,,0,67,R0067,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,27.2,27.2,33.85,33.36,34.17,,,,33.79333333,6.593333333,6.593333333,6.593333333,0.010356402,0.010356402,,0.010356402,0.010356402,,0.011545781,0.71945393,,,,,,,,,
R0083,IL-1B,0.3,34.29,,,0.1,67,R0067,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,27.2,27.2,33.85,33.85,33.85,,,,33.85,6.65,6.65,6.65,0.009957505,0.009957505,,0.009957505,0.009957505,,0.011101073,0.691742761,,,,,,,,,
R0084,GFAP,0,27.91,,,0.2,67,R0067,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,27.2,27.2,33.36,33.36,33.36,,,,33.36,6.16,6.16,6.16,0.013984767,0.013984767,,0.013984767,0.013984767,,0.015590845,0.971514575,,,,,,,,,
R0084,IL-1B,0.1,34.46,,,0.3,67,R0067,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,27.2,27.2,34.17,34.17,34.17,,,,34.17,6.97,6.97,6.97,0.007976657,0.007976657,,0.007976657,0.007976657,,0.008892735,0.554134289,,,,,,,,,
R0084,IL-1B,0.2,34.96,,,0.4,67,R0067,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0084,IL-1B,0.3,34.78,,,0,68,R0068,24,RV (P10),RV (P10) 24 HR,Treatment 1,28.09,28.09,33.73,34.31,34.14,,,,34.06,5.97,5.628890333,5.668901475,0.020208551,0.019655795,,0.015953314,0.015953314,,1.540703685,1.34855472,,,,,,,,,
R0085,GFAP,0,28.65,,,0.1,68,R0068,24,RV (P10),RV (P10) 24 HR,Treatment 1,28.09,28.09,33.73,33.73,33.73,,,,33.73,5.64,5.298890333,5.338901475,0.025402418,0.024707597,,0.02005353,0.02005353,,1.936685138,1.695151319,,,,,,,,,
R0085,IL-1B,0.1,35.21,,,0.2,68,R0068,24,RV (P10),RV (P10) 24 HR,Treatment 1,28.09,28.09,34.31,34.31,34.31,,,,34.31,6.22,5.878890333,5.918901475,0.016993298,0.016528488,,0.013415085,0.013415085,,1.295572206,1.13399483,,,,,,,,,
R0085,IL-1B,0.2,34.26,,,0.3,68,R0068,24,RV (P10),RV (P10) 24 HR,Treatment 1,28.09,28.09,34.14,34.14,34.14,,,,34.14,6.05,5.708890333,5.748901475,0.019118454,0.018595515,,0.015092755,0.015092755,,1.457594503,1.275810505,,,,,,,,,
R0085,IL-1B,0.3,35.16,,,0.4,68,R0068,24,RV (P10),RV (P10) 24 HR,Treatment 1,28.09,28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0086,GFAP,0,28.65,,,0,69,R0069,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.09,27.09,33.4,33.92,34.34,,,,33.88666667,6.796666667,6.455557,6.495568142,0.011394196,0.011082536,,0.008994965,0.008994965,,0.868695673,0.760356233,,,,,,,,,
R0086,IL-1B,0.1,34.68,,,0.1,69,R0069,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.09,27.09,33.4,33.4,33.4,,,,33.4,6.31,5.968890333,6.008901475,0.01596559,0.01552889,,0.012603777,0.012603777,,1.217219561,1.06541394,,,,,,,,,
R0086,IL-1B,0.2,35.76,,,0.2,69,R0069,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.09,27.09,33.92,33.92,33.92,,,,33.92,6.83,6.488890333,6.528901475,0.011133953,0.010829411,,0.008789519,0.008789519,,0.848854636,0.742989672,,,,,,,,,
R0086,IL-1B,0.3,35.15,,,0.3,69,R0069,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.09,27.09,34.34,34.34,34.34,,,,34.34,7.25,6.908890333,6.948901475,0.00832179,0.008094168,,0.006569503,0.006569503,,0.634454858,0.555328777,,,,,,,,,
R0087,GFAP,0,28.25,,,0.4,69,R0069,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.09,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0087,IL-1B,0.1,34.75,,,0,70,R0070,24,S/H,S/H 24 HR,Treatment 1,27.56,27.56,34.78,35.8,35.43,,,,35.33666667,7.776666667,7.435557,7.475568142,0.005776627,0.005618621,,0.004560265,0.004560265,,0.440411106,0.385485205,,,,,,,,,
R0087,IL-1B,0.2,35.25,,,0.1,70,R0070,24,S/H,S/H 24 HR,Treatment 1,27.56,27.56,34.78,34.78,34.78,,,,34.78,7.22,6.878890333,6.918901475,0.008496649,0.008264244,,0.006707542,0.006707542,,0.647786103,0.566997415,,,,,,,,,
R0087,IL-1B,0.3,35.27,,,0.2,70,R0070,24,S/H,S/H 24 HR,Treatment 1,27.56,27.56,35.8,35.8,35.8,,,,35.8,8.24,7.898890333,7.938901475,0.004189837,0.004075234,,0.003307599,0.003307599,,0.31943392,0.279595697,,,,,,,,,
R0088,GFAP,0,28.53,,,0.3,70,R0070,24,S/H,S/H 24 HR,Treatment 1,27.56,27.56,35.43,35.43,35.43,,,,35.43,7.87,7.528890333,7.568901475,0.005414747,0.00526664,,0.004274585,0.004274585,,0.412821331,0.36133629,,,,,,,,,
R0088,IL-1B,0.1,34.3,,,0.4,70,R0070,24,S/H,S/H 24 HR,Treatment 1,27.56,27.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0088,IL-1B,0.2,34.12,,,0,71,R0071,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.61,26.61,34.57,34.67,35.3,,,,34.84666667,8.236666667,8.236666667,8.236666667,0.00331525,0.00331525,,0.00331525,0.00331525,,0.003695989,0.23030871,,,,,,,,,
R0088,IL-1B,0.3,34.54,,,0.1,71,R0071,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.61,26.61,34.57,34.57,34.57,,,,34.57,7.96,7.96,7.96,0.00401607,0.00401607,,0.00401607,0.00401607,,0.004477294,0.278994299,,,,,,,,,
R0089,GFAP,0,27.45,,,0.2,71,R0071,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.61,26.61,34.67,34.67,34.67,,,,34.67,8.06,8.06,8.06,0.003747125,0.003747125,,0.003747125,0.003747125,,0.004177463,0.260310885,,,,,,,,,
R0089,IL-1B,0.1,33.65,,,0.3,71,R0071,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.61,26.61,35.3,35.3,35.3,,,,35.3,8.69,8.69,8.69,0.002421304,0.002421304,,0.002421304,0.002421304,,0.002699378,0.168206755,,,,,,,,,
R0089,IL-1B,0.2,33.81,,,0.4,71,R0071,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.61,26.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0089,IL-1B,0.3,34.45,,,0,72,R0072,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.24,26.24,34.75,34.71,35.18,,,,34.88,8.64,8.64,8.64,0.002506691,0.002506691,,0.002506691,0.002506691,,0.002794572,0.174138553,,,,,,,,,
R0090,GFAP,0,27.69,,,0.1,72,R0072,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.24,26.24,34.75,34.75,34.75,,,,34.75,8.51,8.51,8.51,0.002743056,0.002743056,,0.002743056,0.002743056,,0.003058082,0.190558722,,,,,,,,,
R0090,IL-1B,0.1,35.12,,,0.2,72,R0072,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.24,26.24,34.71,34.71,34.71,,,,34.71,8.47,8.47,8.47,0.002820174,0.002820174,,0.002820174,0.002820174,,0.003144057,0.195916057,,,,,,,,,
R0090,IL-1B,0.2,34.83,,,0.3,72,R0072,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.24,26.24,35.18,35.18,35.18,,,,35.18,8.94,8.94,8.94,0.002036066,0.002036066,,0.002036066,0.002036066,,0.002269898,0.141444457,,,,,,,,,
R0090,IL-1B,0.3,34.1,,,0.4,72,R0072,48,RV (P7) ,RV (P7) 48 HR,Treatment 2,26.24,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0091,GFAP,0,27.28,,,0,73,R0073,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.13,27.13,33.32,33.98,34.3,,,,33.86666667,6.736666667,6.395557,6.435568142,0.01187806,0.011553164,,0.009376943,0.009376943,,0.905585496,0.792645339,,,,,,,,,
R0091,IL-1B,0.1,33.8,,,0.1,73,R0073,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.13,27.13,33.32,33.32,33.32,,,,33.32,6.19,5.848890333,5.888901475,0.017350363,0.016875786,,0.013696964,0.013696964,,1.322794932,1.157822472,,,,,,,,,
R0091,IL-1B,0.2,34.14,,,0.2,73,R0073,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.13,27.13,33.98,33.98,33.98,,,,33.98,6.85,6.508890333,6.548901475,0.010980668,0.010680319,,0.008668512,0.008668512,,0.837168204,0.732760714,,,,,,,,,
R0091,IL-1B,0.3,34.65,,,0.3,73,R0073,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.13,27.13,34.3,34.3,34.3,,,,34.3,7.17,6.828890333,6.868901475,0.008796283,0.008555682,,0.006944083,0.006944083,,0.67063023,0.586992536,,,,,,,,,
R0092,GFAP,0,29.41,,,0.4,73,R0073,24,RV (P10),RV (P10) 24 HR,Treatment 1,27.13,27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0092,IL-1B,0.1,29.59,,,0,74,R0074,48,RV (P10),RV (P10) 48 HR,Treatment 2,26.59,26.59,33.59,34.2,34.45,,,,34.08,7.49,7.49,7.49,0.005562696,0.005562696,,0.005562696,0.005562696,,0.006201543,0.386437645,,,,,,,,,
R0092,IL-1B,0.2,30.62,,,0.1,74,R0074,48,RV (P10),RV (P10) 48 HR,Treatment 2,26.59,26.59,33.59,33.59,33.59,,,,33.59,7,7,7,0.0078125,0.0078125,,0.0078125,0.0078125,,0.008709725,0.54273037,,,,,,,,,
R0092,IL-1B,0.3,31.18,,,0.2,74,R0074,48,RV (P10),RV (P10) 48 HR,Treatment 2,26.59,26.59,34.2,34.2,34.2,,,,34.2,7.61,7.61,7.61,0.005118724,0.005118724,,0.005118724,0.005118724,,0.005706583,0.355595148,,,,,,,,,
R0093,GFAP,0,32.11,,,0.3,74,R0074,48,RV (P10),RV (P10) 48 HR,Treatment 2,26.59,26.59,34.45,34.45,34.45,,,,34.45,7.86,7.86,7.86,0.004304317,0.004304317,,0.004304317,0.004304317,,0.004798645,0.299018686,,,,,,,,,
R0093,IL-1B,0.1,29.52,,,0.4,74,R0074,48,RV (P10),RV (P10) 48 HR,Treatment 2,26.59,26.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0093,IL-1B,0.2,32.01,,,0,75,R0075,48,RV (P10),RV (P10) 48 HR,Treatment 2,27.37,27.37,34.33,35.05,34.32,,,,34.56666667,7.196666667,7.196666667,7.196666667,0.006816908,0.006816908,,0.006816908,0.006816908,,0.007599795,0.473567138,,,,,,,,,
R0093,IL-1B,0.3,30.29,,,0.1,75,R0075,48,RV (P10),RV (P10) 48 HR,Treatment 2,27.37,27.37,34.33,34.33,34.33,,,,34.33,6.96,6.96,6.96,0.008032139,0.008032139,,0.008032139,0.008032139,,0.008954589,0.557988597,,,,,,,,,
R0094,GFAP,0,32.21,,,0.2,75,R0075,48,RV (P10),RV (P10) 48 HR,Treatment 2,27.37,27.37,35.05,35.05,35.05,,,,35.05,7.68,7.68,7.68,0.004876291,0.004876291,,0.004876291,0.004876291,,0.005436308,0.33875345,,,,,,,,,
R0094,IL-1B,0.1,31.43,,,0.3,75,R0075,48,RV (P10),RV (P10) 48 HR,Treatment 2,27.37,27.37,34.32,34.32,34.32,,,,34.32,6.95,6.95,6.95,0.008088007,0.008088007,,0.008088007,0.008088007,,0.009016873,0.561869715,,,,,,,,,
R0094,IL-1B,0.2,30.95,,,0.4,75,R0075,48,RV (P10),RV (P10) 48 HR,Treatment 2,27.37,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0094,IL-1B,0.3,29.81,,,0,76,R0076,48,RV (P10),RV (P10) 48 HR,Treatment 2,27,27,33.35,34.14,33.96,,,,33.81666667,6.816666667,6.816666667,6.816666667,0.008871128,0.008871128,,0.008871128,0.008871128,,0.009889932,0.616272739,,,,,,,,,
R0095,GFAP,0,29.93,,,0.1,76,R0076,48,RV (P10),RV (P10) 48 HR,Treatment 2,27,27,33.35,33.35,33.35,,,,33.35,6.35,6.35,6.35,0.012259127,0.012259127,,0.012259127,0.012259127,,0.013667024,0.851635235,,,,,,,,,
R0095,IL-1B,0.1,29.96,,,0.2,76,R0076,48,RV (P10),RV (P10) 48 HR,Treatment 2,27,27,34.14,34.14,34.14,,,,34.14,7.14,7.14,7.14,0.007089993,0.007089993,,0.007089993,0.007089993,,0.007904242,0.492538207,,,,,,,,,
R0095,IL-1B,0.2,31.74,,,0.3,76,R0076,48,RV (P10),RV (P10) 48 HR,Treatment 2,27,27,33.96,33.96,33.96,,,,33.96,6.96,6.96,6.96,0.008032139,0.008032139,,0.008032139,0.008032139,,0.008954589,0.557988597,,,,,,,,,
R0095,IL-1B,0.3,38.57,,,0.4,76,R0076,48,RV (P10),RV (P10) 48 HR,Treatment 2,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0096,GFAP,0,29.49,,,0,77,R0077,48,N,N 48 HR,Control 2,28.46,28.46,35.65,36.06,35.56,,,,35.75666667,7.296666667,7.296666667,7.296666667,0.006360401,0.006360401,,0.006360401,0.006360401,,0.00709086,0.441853764,,,,,,,,,
R0096,IL-1B,0.1,30.79,,,0.1,77,R0077,48,N,N 48 HR,Control 2,28.46,28.46,35.65,35.65,35.65,,,,35.65,7.19,7.19,7.19,0.006848482,0.006848482,,0.006848482,0.006848482,,0.007634995,0.475760547,,,,,,,,,
R0096,IL-1B,0.2,30.46,,,0.2,77,R0077,48,N,N 48 HR,Control 2,28.46,28.46,36.06,36.06,36.06,,,,36.06,7.6,7.6,7.6,0.005154328,0.005154328,,0.005154328,0.005154328,,0.005746276,0.358068508,,,,,,,,,
R0096,IL-1B,0.3,32.20,,,0.3,77,R0077,48,N,N 48 HR,Control 2,28.46,28.46,35.56,35.56,35.56,,,,35.56,7.1,7.1,7.1,0.00728932,0.00728932,,0.00728932,0.00728932,,0.008126461,0.506385341,,,,,,,,,
R0097,GFAP,0,30.30,,,0.4,77,R0077,48,N,N 48 HR,Control 2,28.46,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0097,IL-1B,0.1,32.33,,,0,78,R0078,24,L/H,L/H 24 HR,Treatment 1,28.46,28.46,35.19,34.15,35.09,,,,34.81,6.35,6.008890333,6.048901475,0.01552901,0.015104252,,0.012259127,0.012259127,,1.183934628,1.03628014,,,,,,,,,
R0097,IL-1B,0.2,31.63,,,0.1,78,R0078,24,L/H,L/H 24 HR,Treatment 1,28.46,28.46,35.19,35.19,35.19,,,,35.19,6.73,6.388890333,6.428901475,0.011933075,0.011606675,,0.009420374,0.009420374,,0.909779873,0.796316614,,,,,,,,,
R0097,IL-1B,0.3,32.28,,,0.2,78,R0078,24,L/H,L/H 24 HR,Treatment 1,28.46,28.46,34.15,34.15,34.15,,,,34.15,5.69,5.348890333,5.388901475,0.024537119,0.023865966,,0.019370433,0.019370433,,1.870714533,1.637408242,,,,,,,,,
R0098,GFAP,0,29.45,,,0.3,78,R0078,24,L/H,L/H 24 HR,Treatment 1,28.46,28.46,35.09,35.09,35.09,,,,35.09,6.63,6.288890333,6.328901475,0.012789553,0.012439726,,0.010096506,0.010096506,,0.975077924,0.853471015,,,,,,,,,
R0098,IL-1B,0.1,30.68,,,0.4,78,R0078,24,L/H,L/H 24 HR,Treatment 1,28.46,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0098,IL-1B,0.2,30.28,,,0,79,R0079,24,L/H,L/H 24 HR,Treatment 1,28.54,28.54,35.48,35.11,35.28,,,,35.29,6.75,6.408890333,6.448901475,0.011768789,0.011446882,,0.009290681,0.009290681,,0.897254664,0.785353488,,,,,,,,,
R0098,IL-1B,0.3,30.12,,,0.1,79,R0079,24,L/H,L/H 24 HR,Treatment 1,28.54,28.54,35.48,35.48,35.48,,,,35.48,6.94,6.598890333,6.638901475,0.010316588,0.010034403,,0.008144264,0.008144264,,0.786538572,0.688445361,,,,,,,,,
R0099,GFAP,0,31.43,,,0.2,79,R0079,24,L/H,L/H 24 HR,Treatment 1,28.54,28.54,35.11,35.11,35.11,,,,35.11,6.57,6.228890333,6.268901475,0.013332671,0.012967988,,0.010525262,0.010525262,,1.01648535,0.889714311,,,,,,,,,
R0099,IL-1B,0.1,33.29,,,0.3,79,R0079,24,L/H,L/H 24 HR,Treatment 1,28.54,28.54,35.28,35.28,35.28,,,,35.28,6.74,6.398890333,6.438901475,0.011850647,0.011526502,,0.009355302,0.009355302,,0.903495564,0.790816053,,,,,,,,,
R0099,IL-1B,0.2,33.18,,,0.4,79,R0079,24,L/H,L/H 24 HR,Treatment 1,28.54,28.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0099,IL-1B,0.3,33.65,,,0,80,R0080,24,S/H,S/H 24 HR,Treatment 1,28.38,28.38,35.19,35.01,34.45,,,,34.88333333,6.503333333,6.162223667,6.202234808,0.013963228,0.013581298,,0.011023045,0.011023045,,1.064559133,0.931792568,,,,,,,,,
,,,,,,0.1,80,R0080,24,S/H,S/H 24 HR,Treatment 1,28.38,28.38,35.19,35.19,35.19,,,,35.19,6.81,6.468890333,6.508901475,0.011289377,0.010980583,,0.008912217,0.008912217,,0.860704205,0.753361422,,,,,,,,,
,,,,,,0.2,80,R0080,24,S/H,S/H 24 HR,Treatment 1,28.38,28.38,35.01,35.01,35.01,,,,35.01,6.63,6.288890333,6.328901475,0.012789553,0.012439726,,0.010096506,0.010096506,,0.975077924,0.853471015,,,,,,,,,
,,,,,,0.3,80,R0080,24,S/H,S/H 24 HR,Treatment 1,28.38,28.38,34.45,34.45,34.45,,,,34.45,6.07,5.728890333,5.768901475,0.018855244,0.018339505,,0.014884969,0.014884969,,1.437527368,1.258246045,,,,,,,,,
,,0,,,,0.4,80,R0080,24,S/H,S/H 24 HR,Treatment 1,28.38,28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,81,R0081,48,S/H,S/H 48 HR,Treatment 2,28.29,28.29,35.56,35.23,35,,,,35.26333333,6.973333333,6.973333333,6.973333333,0.007958249,0.007958249,,0.007958249,0.007958249,,0.008872212,0.552855444,,,,,,,,,
,,,,,,0.1,81,R0081,48,S/H,S/H 48 HR,Treatment 2,28.29,28.29,35.56,35.56,35.56,,,,35.56,7.27,7.27,7.27,0.006479059,0.006479059,,0.006479059,0.006479059,,0.007223145,0.450096904,,,,,,,,,
,,,,,,0.2,81,R0081,48,S/H,S/H 48 HR,Treatment 2,28.29,28.29,35.23,35.23,35.23,,,,35.23,6.94,6.94,6.94,0.008144264,0.008144264,,0.008144264,0.008144264,,0.00907959,0.565777828,,,,,,,,,
,,,,,,0.3,81,R0081,48,S/H,S/H 48 HR,Treatment 2,28.29,28.29,35,35,35,,,,35,6.71,6.71,6.71,0.009551877,0.009551877,,0.009551877,0.009551877,,0.010648861,0.66356401,,,,,,,,,
,GFAP,0,,,,0.4,81,R0081,48,S/H,S/H 48 HR,Treatment 2,28.29,28.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GFAP,0.1,,,,0,82,R0082,48,L/H,L/H 48 HR,Treatment 2,28.17,28.17,35.19,35.37,35.3,,,,35.28666667,7.116666667,7.116666667,7.116666667,0.007205595,0.007205595,,0.007205595,0.007205595,,0.008033121,0.500569009,,,,,,,,,
,GFAP,0.2,,,,0.1,82,R0082,48,L/H,L/H 48 HR,Treatment 2,28.17,28.17,35.19,35.19,35.19,,,,35.19,7.02,7.02,7.02,0.007704943,0.007704943,,0.007704943,0.007704943,,0.008589816,0.53525844,,,,,,,,,
,GFAP,0.3,,,,0.2,82,R0082,48,L/H,L/H 48 HR,Treatment 2,28.17,28.17,35.37,35.37,35.37,,,,35.37,7.2,7.2,7.2,0.006801176,0.006801176,,0.006801176,0.006801176,,0.007582256,0.472474229,,,,,,,,,
,GFAP,0.4,,,,0.3,82,R0082,48,L/H,L/H 48 HR,Treatment 2,28.17,28.17,35.3,35.3,35.3,,,,35.3,7.13,7.13,7.13,0.007139308,0.007139308,,0.007139308,0.007139308,,0.007959221,0.495964081,,,,,,,,,
,,0.5,,,,0.4,82,R0082,48,L/H,L/H 48 HR,Treatment 2,28.17,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.6,,,,0,83,R0083,96,L/H,L/H 96 HR,Treatment 3,28.06,28.06,34.15,33.65,34.29,,,,34.03,5.97,5.97,5.97,0.015953314,0.015953314,,0.015953314,0.015953314,,0.014079172,0.693779766,,,,,,,,,
,,0.7,,,,0.1,83,R0083,96,L/H,L/H 96 HR,Treatment 3,28.06,28.06,34.15,34.15,34.15,,,,34.15,6.09,6.09,6.09,0.014680043,0.014680043,,0.014680043,0.014680043,,0.01295548,0.638407573,,,,,,,,,
,,0.8,,,,0.2,83,R0083,96,L/H,L/H 96 HR,Treatment 3,28.06,28.06,33.65,33.65,33.65,,,,33.65,5.59,5.59,5.59,0.020760716,0.020760716,,0.020760716,0.020760716,,0.018321815,0.902844648,,,,,,,,,
,,0.9,,,,0.3,83,R0083,96,L/H,L/H 96 HR,Treatment 3,28.06,28.06,34.29,34.29,34.29,,,,34.29,6.23,6.23,6.23,0.01332242,0.01332242,,0.01332242,0.01332242,,0.011757346,0.579367102,,,,,,,,,
,,1,,,,0.4,83,R0083,96,L/H,L/H 96 HR,Treatment 3,28.06,28.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.1,,,,0,84,R0084,48,L/H,L/H 48 HR,Treatment 2,27.91,27.91,34.46,34.96,34.78,,,,34.73333333,6.823333333,6.823333333,6.823333333,0.00883023,0.00883023,,0.00883023,0.00883023,,0.009844336,0.613431524,,,,,,,,,
,,1.2,,,,0.1,84,R0084,48,L/H,L/H 48 HR,Treatment 2,27.91,27.91,34.46,34.46,34.46,,,,34.46,6.55,6.55,6.55,0.01067219,0.01067219,,0.01067219,0.01067219,,0.011897835,0.741391534,,,,,,,,,
,,1.3,,,,0.2,84,R0084,48,L/H,L/H 48 HR,Treatment 2,27.91,27.91,34.96,34.96,34.96,,,,34.96,7.05,7.05,7.05,0.007546378,0.007546378,,0.007546378,0.007546378,,0.00841304,0.524242981,,,,,,,,,
,,1.4,,,,0.3,84,R0084,48,L/H,L/H 48 HR,Treatment 2,27.91,27.91,34.78,34.78,34.78,,,,34.78,6.87,6.87,6.87,0.00854917,0.00854917,,0.00854917,0.00854917,,0.009530997,0.593906425,,,,,,,,,
,,1.5,,,,0.4,84,R0084,48,L/H,L/H 48 HR,Treatment 2,27.91,27.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6,,,,0,85,R0085,48,L/H,L/H 48 HR,Treatment 2,28.65,28.65,35.21,34.26,35.16,,,,34.87666667,6.226666667,6.226666667,6.226666667,0.013353237,0.013353237,,0.013353237,0.013353237,,0.014886787,0.927642535,,,,,,,,,
,,1.7,,,,0.1,85,R0085,48,L/H,L/H 48 HR,Treatment 2,28.65,28.65,35.21,35.21,35.21,,,,35.21,6.56,6.56,6.56,0.010598471,0.010598471,,0.010598471,0.010598471,,0.011815651,0.736270368,,,,,,,,,
,,1.8,,,,0.2,85,R0085,48,L/H,L/H 48 HR,Treatment 2,28.65,28.65,34.26,34.26,34.26,,,,34.26,5.61,5.61,5.61,0.020474897,0.020474897,,0.020474897,0.020474897,,0.022826333,1.422380593,,,,,,,,,
,,1.9,,,,0.3,85,R0085,48,L/H,L/H 48 HR,Treatment 2,28.65,28.65,35.16,35.16,35.16,,,,35.16,6.51,6.51,6.51,0.010972226,0.010972226,,0.010972226,0.010972226,,0.012232329,0.762234887,,,,,,,,,
,,2,,,,0.4,85,R0085,48,L/H,L/H 48 HR,Treatment 2,28.65,28.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.1,,,,0,86,R0086,96,L/H,L/H 96 HR,Treatment 3,28.65,28.65,34.68,35.76,35.15,,,,35.19666667,6.546666667,6.546666667,6.546666667,0.010696876,0.010696876,,0.010696876,0.010696876,,0.009440242,0.465187103,,,,,,,,,
,,2.2,,,,0.1,86,R0086,96,L/H,L/H 96 HR,Treatment 3,28.65,28.65,34.68,34.68,34.68,,,,34.68,6.03,6.03,6.03,0.015303442,0.015303442,,0.015303442,0.015303442,,0.013505644,0.665518036,,,,,,,,,
