Pup_ID,Slide_Number,SlideNumber,Surg_Grp,PerfusionPoint,Wgt,Lngth_cm,Sex,Sex_Num,Pinchresponse,Pinch_Response/Activity,Response_Num
MH901,1901,901,RV 10,48 HR,5.3709,8,F,1,A,Active,3
MH902,1902,902,RV 10,96 HR,5.4766,8.5,M,0,A,Active,3
MH903,1903,903,RV 10,96 HR,6.0914,8.6,F,1,A,Active,3
MH904,1904,904,N,96 HR,3.6733,7.4,F,1,A,Active,3
MH905,1905,905,N,96 HR,6.4381,8.5,F,1,A,Active,3
MH906,1906,906,RV 10,48 HR,5.7891,8.6,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH902,1902,902,RV 10,96 HR,6.9857,9.9,M,0,A,Active,3
MH903,1903,903,RV 10,96 HR,7.4697,9.7,F,1,A,Active,3
MH904,1904,904,N,96 HR,4.3806,8.3,F,1,L,Lethargic,1
MH905,1905,905,N,96 HR,8.2509,9.8,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH910,1910,910,S/H,48 HR,4.6643,8.3,F,1,A,Active,3
MH911,1911,911,S/H,48 HR,5.2172,8.9,F,1,A,Active,3
MH912,1912,912,S/H,48 HR,6.1058,8.1,F,1,A,Active,3
MH913,1913,913,S/H,96 HR,6.2298,NA,M,0,A,Active,3
,,,,#N/A,,NA,,,,,
MH913,1913,913,S/H,96 HR,7.2197,10.1,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH916A,MH916A,16A,RV 10,48 HR,5.4,8.1,F,1,A,Active,3
MH915,1915,915,RV 10,48 HR,6.74,8.6,M,0,A,Active,3
MH916,1916,916,RV 10,48 HR,5.925,8.3,M,0,A,Active,3
,,,,#N/A,,,m,0,,,
MH915,1915,915,RV 10,48 HR,5.193,9,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH917,1917,917,N,48 HR,3.2143,5.8,F,1,L,Lethargic,1
MH921,1921,921,N,48 HR,3.646,6.3,M,0,L,Lethargic,1
MH919,1919,919,N,48 HR,3.0977,5.3,F,1,L,Lethargic,1
MH922,1922,922,N,48 HR,3.8391,6.1,M,0,L,Lethargic,1
MH918,1918,918,N,48 HR,3.4891,6,F,1,A,Active,3
MH924,1924,924,N,48 HR,3.0884,5.8,M,0,L,Lethargic,1
MH923,1923,923,N,48 HR,3.483,6,M,0,L,Lethargic,1
MH920,1920,920,N,48 HR,3.6345,6.3,F,1,L,Lethargic,1
MH925,1925,925,N,48 HR,3.7389,6.1,M,0,A,Active,3
MH926,1926,926,N,48 HR,3.4574,5.7,M,0,L,Lethargic,1
,,,,#N/A,,,,,,,
MH917,1917,917,N,48 HR,5.239,7.2,F,1,A,Active,3
MH918,1918,918,N,48 HR,5.645,8.3,F,1,A,Active,3
MH919,1919,919,N,48 HR,5.34,8.2,F,1,A,Active,3
MH920,1920,920,N,48 HR,5.183,8.2,F,1,A,Active,3
MH921,1921,921,N,48 HR,5.42,8.2,M,0,A,Active,3
MH922,1922,922,N,48 HR,6.082,8.6,M,0,A,Active,3
MH923,1923,923,N,48 HR,5.685,8.5,M,0,A,Active,3
MH924,1924,924,N,48 HR,5.455,8.5,M,0,A,Active,3
MH925,1925,925,N,48 HR,5.887,8.6,M,0,A,Active,3
MH926,1926,926,N,48 HR,4.832,8.1,M,0,A,Active,3
,,,,,,,,,,,
MH917,1917,917,RV 10,48 HR,5.239,7.2,F,1,A,Active,3
MH918,1918,918,RV 10,48 HR,5.645,8.3,F,1,A,Active,3
MH919,1919,919,RV 10,48 HR,5.34,8.2,F,1,A,Active,3
MH920,1920,920,RV 10,48 HR,5.183,8.2,F,1,A,Active,3
MH921,1921,921,RV 10,48 HR,5.42,8.2,M,0,A,Active,3
MH922,1922,922,RV 10,48 HR,6.082,8.6,M,0,A,Active,3
MH923,1923,923,RV 10,48 HR,5.685,8.5,M,0,A,Active,3
MH924,1924,924,RV 10,48 HR,5.455,8.5,M,0,A,Active,3
MH925,1925,925,RV 10,48 HR,5.887,8.6,M,0,A,Active,3
MH926,1926,926,RV 10,48 HR,4.832,8.1,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH918,1918,918,RV 10,48 HR,5.509,8.9,F,1,A,Active,3
MH919,1919,919,RV 10,48 HR,5.374,8.9,F,1,A,Active,3
MH920,1920,920,RV 10,48 HR,4.98,8.6,F,1,A,Active,3
MH921,1921,921,RV 10,48 HR,4.4,8.1,M,0,A,Active,3
MH922,1922,922,RV 10,48 HR,5.998,9.1,M,0,A,Active,3
MH923,1923,923,RV 10,48 HR,5.6229,8.9,M,0,A,Active,3
MH924,1924,924,RV 10,48 HR,5.639,9,M,0,A,Active,3
MH925,1925,925,RV 10,48 HR,5.075,9.5,M,0,A,Active,3
MH926,1926,926,RV 10,48 HR,5.321,8.8,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH930,1930,930,RV 10,24 HR,6.3625,8.4,F,1,HA,Hyper Active,3
MH931,1931,931,RV 10,24 HR,6.9358,8.8,F,1,HA,Hyper Active,3
MH932,1932,932,RV 10,48 HR,6.9302,8.7,F,1,HA,Hyper Active,3
MH933,1933,933,N,24 HR,7.08,8.9,F,1,A,Active,3
MH934,1934,934,RV 10,96 HR,6.291,8.5,F,1,A,Active,3
MH935,1935,935,N,48 HR,6.705,8.2,F,1,HA,Hyper Active,3
MH936,1936,936,N,96 HR,6.815,8.6,F,1,A,Active,3
MH937,1937,937,RV 10,24 HR,7.254,9.2,M,0,A,Active,3
MH938,1938,938,RV 10,48 HR,7.206,9.2,M,0,HA,Hyper Active,3
MH939,1939,939,RV 10,96 HR,7.468,9,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH930,1930,930,RV 10,24 HR,5.6504,8.6,F,1,L,Lethargic,1
MH931,1931,931,RV 10,24 HR,6.394,9.5,F,1,A,Active,3
MH932,1932,932,RV 10,48 HR,6.571,9.1,F,1,A,Active,3
MH933,1933,933,N,24 HR,7.8971,,F,1,A,Active,3
MH934,1934,934,RV 10,96 HR,5.997,8.7,F,1,A,Active,3
MH935,1935,935,N,48 HR,7.641,9.7,F,1,HA,Hyper Active,3
MH936,1936,936,N,96 HR,7.7956,9.4,F,1,A,Active,3
MH937,1937,937,RV 10,24 HR,6.621,,M,0,A,Active,3
MH938,1938,938,RV 10,48 HR,6.4147,9.7,M,0,A,Active,3
MH939,1939,939,RV 10,96 HR,6.3411,9.9,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH932,1932,932,RV 10,48 HR,6.6671,9.6,F,1,A,Active,3
MH934,1934,934,RV 10,96 HR,6.6321,9,F,1,A,Active,3
MH935,1935,935,N,48 HR,8.312,9.6,F,1,A,Hyper Active,3
MH936,1936,936,N,96 HR,8.4632,9.6,F,1,A,Active,3
MH938,1938,938,RV 10,48 HR,6.6399,9.8,M,0,L,Lethargic,1
MH939,1939,939,RV 10,96 HR,6.6893,9.5,M,0,HA,Hyper Active,3
,,,,#N/A,,,,,,,
MH934,1934,934,RV 10,96 HR,8.2725,10.2,F,1,HA,Hyper Active,3
MH936,1936,936,N,96 HR,10.1107,11,F,1,A,Active,3
MH939,1939,939,RV 10,96 HR,7.7389,10.5,M,0,A,Active,3
,,,,,,,,,,,
MH940,1940,940,RV 7,24 HR,4.1205,6.9,M,0,BAR,,3
MH941,1941,941,RV 7,48 HR,4.6454,7.1,M,0,BAR,,3
MH942,1942,942,RV 7,96 HR,4.6086,7.1,M,0,BAR,,3
MH943,1943,943,RV 7,96 HR,4.2477,7,M,0,BAR,,3
MH944,1944,944,N,24 HR,4.6833,7.1,M,0,BAR,,3
MH945,1945,945,N,48 HR,4.6311,7,M,0,BAR,,3
MH946,1946,946,N,96 HR,4.452,6.8,M,0,BAR,,3
MH947,1947,947,N,48 HR,3.9385,6.7,M,0,BAR,,3
MH948,1948,948,N,24 HR,4.461,7.1,F,1,BAR,,3
MH949,1949,949,N,96 HR,3.5982,6.4,F,1,BAR,,3
MH950,1950,950,N,48 HR,3.9529,6.6,F,1,BAR,,3
,,,,,,,,,,,
MH940,1940,940,RV 7,24 HR,4.4185,7.4,M,0,QAR,,3
MH941,1941,941,RV 7,48 HR,4.8221,6.5,M,0,QAR,,3
MH942,1942,942,RV 7,96 HR,4.7901,7.3,M,0,BAR,,3
MH943,1943,943,RV 7,96 HR,4.5316,7.1,M,0,BAR,,3
MH944,1944,944,N,24 HR,4.998,7.4,M,0,BAR,,3
MH945,1945,945,N,48 HR,4.9713,6.6,M,0,BAR,,3
MH946,1946,946,N,96 HR,4.9117,7.4,M,0,BAR,,3
MH947,1947,947,N,48 HR,4.193,6.4,M,0,BAR,,3
MH948,1948,948,N,24 HR,4.87,7.4,F,1,BAR,,3
MH949,1949,949,N,96 HR,4.118,6.9,F,1,BAR,,3
MH950,1950,950,N,48 HR,4.4653,7.1,F,1,BAR,,3
,,,,,,,,,,,
MH941,1941,941,RV 7,48 HR,5.3802,8,M,0,QAR,,3
MH942,1942,942,RV 7,96 HR,5.5264,7.6,M,0,BAR,,3
MH943,1943,943,RV 7,96 HR,5.0264,7.5,M,0,BAR,,3
MH944,1944,944,N,24 HR,5.5128,7.7,M,0,BAR,,3
MH945,1945,945,N,48 HR,5.7223,7.7,M,0,BAR,,3
MH946,1946,946,N,96 HR,5.5879,7.8,M,0,BAR,,3
MH947,1947,947,N,48 HR,4.6637,7.3,M,0,BAR,,3
MH948,1948,948,N,24 HR,5.527,7.9,F,1,BAR,,3
MH949,1949,949,N,96 HR,4.647,7.3,F,1,BAR,,3
MH950,1950,950,N,48 HR,4.9916,7.4,F,1,BAR,,3
,,,,,,,,,,,
MH942,1942,942,RV 7,96 HR,6.0172,8,M,0,BAR,,3
MH943,1943,943,RV 7,96 HR,6.0645,8.2,M,0,BAR,,3
MH944,1944,944,RV 10,24 HR,6.1437,8.2,M,0,BAR,,3
MH945,1945,945,RV 10,48 HR,6.0974,8.3,M,0,BAR,,3
MH946,1946,946,RV 10,96 HR,6.106,8.4,M,0,BAR,,3
MH947,1947,947,RV 10,48 HR,5.1394,8.1,M,0,BAR,,3
MH948,1948,948,RV 10,24 HR,6.0648,8.2,F,1,BAR,,3
MH949,1949,949,RV 10,96 HR,5.1195,7.9,F,1,BAR,,3
MH950,1950,950,RV 10,48 HR,5.7006,8.2,F,1,BAR,,3
,,,,,,,,,,,
MH942,1942,942,RV 7,96 HR,6.5119,9.1,M,0,BAR,,3
MH943,1943,943,RV 7,96 HR,6.2475,9.5,M,0,BAR,,3
MH944,1944,944,RV 10,24 HR,6.6427,9.1,M,0,BAR,,3
MH945,1945,945,RV 10,48 HR,6.7859,8.8,M,0,BAR,,3
MH946,1946,946,RV 10,96 HR,6.7834,8.2,M,0,BAR,,3
MH947,1947,947,RV 10,48 HR,5.4932,7.7,M,0,BAR,,3
MH948,1948,948,RV 10,24 HR,5.8908,9,F,1,BAR,,3
MH949,1949,949,RV 10,96 HR,5.3193,8,F,1,BAR,,3
MH950,1950,950,RV 10,48 HR,5.6782,7.9,F,1,BAR,,3
,,,,,,,,,,,
MH945,1945,945,RV 10,48 HR,7.925,9.8,M,0,BAR,,3
MH946,1946,946,RV 10,96 HR,8.174,9.5,M,0,BAR,,3
MH947,1947,947,RV 10,48 HR,6.567,8.7,M,0,BAR,,3
MH949,1949,949,RV 10,96 HR,6.087,8.9,F,1,BAR,,3
MH950,1950,950,RV 10,48 HR,6.449,9,F,1,BAR,,3
,,,,,,,,,,,
MH946,1946,946,RV 10,96 HR,10.3505,11.5,M,0,BAR,,3
MH949,1949,949,RV 10,96 HR,7.7681,10.1,F,1,BAR,,3
,,,,,,,,,,,
MH955,1955,955,S/H,48 HR,4.9478,7.6,F,1,BAR,,3
MH956,1956,956,S/H,48 HR,5.0541,7.8,M,0,BAR,,3
MH957,1957,957,S/H,48 HR,5.0078,7.9,M,0,BAR,,3
MH958,1958,958,S/H,48 HR,5.0316,7.8,F,1,BAR,,3
MH959,1959,959,S/H,48 HR,4.7338,7.7,F,1,BAR,,3
MH960,1960,960,S/H,48 HR,5.0389,7.9,F,1,BAR,,3
MH961,1961,961,S/H,48 HR,5.1976,8.1,M,0,BAR,,3
MH962,1962,962,S/H,48 HR,3.3999,6.7,F,1,BAR,,3
MH963,1963,963,S/H,48 HR,4.7189,7.4,F,1,BAR,,3
MH964,1964,964,S/H,48 HR,4.892,7.8,M,0,BAR,,3
MH965,1965,965,S/H,96 HR,4.5492,7.5,F,1,BAR,,3
MH966,1966,966,S/H,96 HR,4.5568,7.9,M,0,BAR,,3
MH967,1967,967,L/H,48 HR,4.3642,8.2,F,1,BAR,,3
MH968,1968,968,S/H,24 HR,4.0213,7.7,F,1,BAR,,3
MH969,1969,969,S/H,24 HR,3.9269,7,M,0,BAR,,3
MH970,1970,970,L/N,24 HR,6.7478,8.9,M,0,BAR,,3
MH971,1971,971,L/N,48 HR,6.3428,8.1,F,1,BAR,,3
MH972,1972,972,L/N,48 HR,7.3462,8.9,M,0,BAR,,3
MH973,1973,973,L/N,48 HR,7.002,8.7,F,1,BAR,,3
MH974,1974,974,S/N,48 HR,7.3869,9.1,M,0,BAR,,3
MH975,1975,975,S/N,48 HR,7.3103,8.7,F,1,BAR,,3
,,,,,,,,,,,
MH955,1955,955,S/H,48 HR,5.521,9.2,F,1,BAR,,3
MH956,1956,956,S/H,48 HR,5.525,9.2,M,0,BAR,,3
MH957,1957,957,S/H,48 HR,5.467,9.1,M,0,BAR,,3
MH958,1958,958,S/H,48 HR,5.558,9,F,1,BAR,,3
MH959,1959,959,S/H,48 HR,5.257,8.9,F,1,BAR,,3
MH960,1960,960,S/H,48 HR,5.655,8.9,F,1,BAR,,3
MH961,1961,961,S/H,48 HR,5.704,9.3,M,0,BAR,,3
MH962,1962,962,S/H,48 HR,3.919,7.7,F,1,QAR,,3
MH963,1963,963,S/H,48 HR,5.54,8.4,F,1,BAR,,3
MH964,1964,964,S/H,48 HR,5.713,8.6,M,0,QAR,,3
MH965,1965,965,S/H,96 HR,5.495,8.5,F,1,QAR,,3
MH966,1966,966,S/H,96 HR,5.167,7.9,M,0,BAR,,3
MH967,1967,967,L/H,48 HR,4.68,8.2,F,1,BAR,,3
MH970,1970,970,L/N,24 HR,7.006,9.5,M,0,BAR,,3
MH971,1971,971,L/N,48 HR,6.694,9.5,F,1,BAR,,3
MH972,1972,972,L/N,48 HR,7.706,9.9,M,0,BAR,,3
MH973,1973,973,L/N,48 HR,7.046,9.8,F,1,BAR,,3
MH974,1974,974,S/N,48 HR,7.6,9.7,M,0,BAR,,3
MH975,1975,975,S/N,48 HR,7.691,9.7,F,1,BAR,,3
,,,,,,,,,,,
MH965,1965,965,S/H,96 HR,7.6832,9.5,F,1,BAR,,3
MH966,1966,966,S/H,96 HR,7.2389,9.4,M,0,BAR,,3
,,,,,,,,,,,
MH980,1980,980,N,48 HR,6.0287,8.4,F,1,BAR,,3
MH981,1981,981,N,48 HR,4.6821,7.5,F,1,BAR,,3
MH982,1982,982,N,48 HR,6.0463,8.3,M,0,BAR,,3
MH983,1983,983,RV 10,48 HR,5.2813,8,F,1,BAR,,3
MH984-N,1984,984,RV 10,48 HR,4.666,7.2,F,1,BAR,,3
MH985,1985,985,N,48 HR,4.8692,7.3,M,0,BAR,,3
MH986,1986,986,RV 10,48 HR,5.2793,7.6,M,0,BAR,,3
MH987,1987,987,RV 10,48 HR,5.8405,8,M,0,BAR,,3
MH988-N,1988,988,RV 10,48 HR,4.9321,7.8,F,1,BAR,,3
MH989,1989,989,RV 10,48 HR,5.0421,7.7,F,1,BAR,,3
MH989-XII-N,1989-XII,989-XII,RV 10,48 HR,4.6982,8,F,1,BAR,,
,,,,,,,,,,,
MH980,1980,980,N,48 HR,7.1796,9.6,F,1,BAR,,3
MH981,1981,981,N,48 HR,6,8.6,F,1,BAR,,3
MH982,1982,982,N,48 HR,7.1125,9.7,M,0,BAR,,3
MH983,1983,983,RV 10,48 HR,5.8479,9,F,1,BAR,,3
MH984,1984,984,RV 10,48 HR,5.9536,8.5,M,0,BAR,,3
MH985,1985,985,N,48 HR,5.8196,8.6,M,0,BAR,,3
MH986,1986,986,RV 10,48 HR,6.5653,9.4,M,0,BAR,,3
MH987,1987,987,RV 10,48 HR,4.47859,8,F,1,BAR,,3
MH988,1988,988,RV 10,48 HR,4.7701,8.9,F,1,BAR,,3
MH989,1989,989,RV 10,48 HR,5.8278,8.5,F,1,BAR,,3
,,,,,,,,,,,
MH990,1990,990,, HR,,,,,,,
MH991,1991,991,, HR,,,,,,,
MH992,1992,992,, HR,,,,,,,
MH993,1993,993,, HR,,,,,,,
MH994,1994,994,, HR,,,,,,,
MH995,1995,995,, HR,,,,,,,
MH996,1996,996,, HR,,,,,,,
MH997,1997,997,, HR,,,,,,,
MH998,1998,998,, HR,,,,,,,
MH999,1999,999,, HR,,,,,,,
